Researcher,Title,Institution,Year,Length,Per_annum_budget,Field,Keywords
???? ?????-????,???? ??????? ?????? ????? ??????? ?? ????? ??????-???? ????????? ??????????? ????,Volcani Centre,2017,3,255000,Bioinformatics & Computational & systems Biology,"System Biology, metabolic networks, Bemisia tabaci, bacterial communities, insect-symbiont interactions, bacterial associates of insects, Acyrthosiphon pisum"
???? ?????-????,???? ??????? ?????? ????? ??????? ?? ????? ??????-???? ????????? ??????????? ????,Volcani Centre,2017,3,0,Bioinformatics & Computational & systems Biology,"System Biology, metabolic networks, Bemisia tabaci, bacterial communities, insect-symbiont interactions, bacterial associates of insects, Acyrthosiphon pisum"
???? ?????-????,?????? ????? ??????? ???????? - ?????? ?????? ????? ????-???????,Volcani Centre,2021,3,230000,Ecology,"virus-host interactions, parasitoids, insect symbiosis, Horizontal transfer, Biological control systems"
???? ?????-????,?????? ????? ??????? ???????? - ?????? ?????? ????? ????-???????,Volcani Centre,2021,3,32000,Ecology,"virus-host interactions, parasitoids, insect symbiosis, Horizontal transfer, Biological control systems"
??? ?'???????,???????? ?? ???????? IE0 ?- IE1 ?? ??????????? Autographa californica multiple nucleopolyhedrovirus ??????? ?????? ???????,Volcani Centre,2004,3,132000,Microbiology, 
???? ?'?????,???? ??????? ??????? ????? ????????? ???? ??????: ???????? ??????? ????????,Technion,2005,4,343000,Biochemistry,"Ubiquitin, protein degradation, ubiquitin ligases - E3s, 
N-terminal ubiquitination, N-terminal acetylation"
???? ?'?????,?????? ??????????? ?? ????????? ?????? ????? ?????? ?? ??????? ??-???????????,Technion,2009,3,273000,Biochemistry,"Proteasome, Ubiquitin, degradation, NF-kB, p105, degradation"
???? ?'?????,????? ???-?????? ?? ??? ???? ????????? ???? ???? ??? ????? ?????????? ?? ???????: ???????? ??????? ??????? ????????? ????????,Technion,2013,5,356000,Biochemistry,"Proteasome, Ubiquitin, NF-kB, p105, protein degradation, monoubiquitination"
???? ?'?????,????? ????? ?????? ?????? ?? ??? ????? ??? ?? ???? ?????? NF-kappaB ????? ?????? ????? ??????????-????????: ??????? ????? ??????? ?????????? ,Technion,2018,4,300000,Medicine - Cancer & Oncology,"cancer, Ubiquitin, immune response, NF-kappaB, p105, 26S proteasome, ubiquitin ligase, tumor suppressors, KPC1, p50"
???? ????,????? ???? ????? ????? ?????: ???? ???? ????? ????? ?????? ??????? ???,Ben Gurion University,2015,4,300000,Medicine - Biomedical Engineering,"sleep evaluation, audio signal processing, breathing sounds, sleep stages"
???? ????,"???? ?????? ?????? ?? ???????? ??????, ??????? ??????? ???????? ???",Technion,2020,4,250000,Neurobiology,"Amygdala, Neurobiology, single cell analysis"
??? ???,???? ???????? ?? ??????? ????? ??????  ,Ben Gurion University,2020,4,250000,Plant Science,"amino acids, insect-plant interaction, metabolic adjustment, plant defense mechanisms, Plant Defense responses, Phloem-feeder, Indole, plant metabolism; insect herbivory,  setaria viridis, aphid, serotonin biosynthesis, tryptophan-derived defensive metabolites, plant developmental stages, metabolic adjustment, herbivore induced strat"
??? ???,???? ???????? ?? ??????? ????? ??????  ,Ben Gurion University,2020,4,38000,Plant Science,"amino acids, insect-plant interaction, metabolic adjustment, plant defense mechanisms, Plant Defense responses, Phloem-feeder, Indole, plant metabolism; insect herbivory,  setaria viridis, aphid, serotonin biosynthesis, tryptophan-derived defensive metabolites, plant developmental stages, metabolic adjustment, herbivore induced strat"
???? ??????,????? ?????? ?? ??? CCDC11 ?????? ?????? ????-???? ???????? ?????? ???????? ??????? ????,Volcani Centre,2013,3,242000,Medicine - Genetics,"Situs Inversus Totalis, cilia, Heterotaxy, Laterality disorders, human genetics, embryogenesis, Left-Right Asymmetry, CCDC11, Axial determination, Wnt/PCP, Nodal pathway, Congenital heart defects, Frog Xenopus Laevis embryos, Mouse embryos"
????? ?'????,?????? ???????? ??????? ??????? ????? ???? ???? ????????? ????? Oncopeltus fasciatus,Hebrew University,2011,4,156000,Animal Science,"Transcription factors, RNAi,  transcription factors, micro RNA, Oncopeltus, short-germ development, hemimetabola, blastoderm, head development and evolution, gap genes, MiR, SOLiD sequencing, posterior patterning"
????? ?'????,?????? ???? ??????????? ????? ?????? ??? ??? ??? ???????? ??????? ?? ????? ?????????? ????????,Hebrew University,2008,3,157000,Animal Science,"gene expression, RNAi, gene expression, insects, segmentation, blastoderm, gap genes, axis formation, evolution and development"
????? ?'????,????????? ?? ???? ???????? ??????,Hebrew University,2016,4,326000,Developmental Biology,"Gene regulation, gene regulation, arthropods, segmentation, Evo-devo, blastoderm patterning, CRM evolution"
????? ?'????,???????? ???????? ?? ?????? ??????? ???? ????? ???????,Hebrew University,2021,4,300000,Developmental Biology,"Evolution, development and evolution, arthropods, enhancers, segmentation, regulatory network, Head"
????? ?'????,???????? ???????? ?? ?????? ??????? ???? ????? ???????,Hebrew University,2021,4,37000,Developmental Biology,"Evolution, development and evolution, arthropods, enhancers, segmentation, regulatory network, Head"
??? ???,????? ?????? ??????? ??? ??-??? ??????? ????? ??????? ???????????,Tel Aviv University,2015,4,200000,Molecular Biology," chromatin, genomics, Chromatin, Epigenetics, DNA methylation, Arabidopsis"
????? ????,?????? BDNF ?????????? ??????? ??????????? ??????? ?????? ???? ?????? ?????? ?? ????? ?????????????????,Ben Gurion University,2010,4,234000,Medicine - Neurological & Psychiatry,"neurogenesis, stress, Depression, RNAi, Depression, glucocorticoids, BDNF"
????? ????,????? ?-brain reward neurotrophic factor ?????? ????? ?????? ???????? ???????: ????? ??????? ????? RNA ?????,Weizmann Institute,2006,4,202500,Neurobiology,"hippocampus, RNA interference, Depression, Depression, BDNF, nucleus accumbens"
???-???? ????,????? ???? ?? ????? ?? ?? ???? ?????? ????? ?? - ????? ????? ?????? ?? ?????NUP107 BRCA2  SF-1 ????? ????? ??????? ?????? ??????? ?????? ???????? ????? ????? ??? ????????,Hadassah Hospital,2019,3,280000,Molecular Medicine & Human Physiology,"ovarian dysgenesis, ovarian development, disorders of sexual development, premature ovarian failure, drosophila animal model"
??? ????,????? ??????? ?? ????? ?????? ??????? ????,Volcani Centre,2017,3,250000,Ecology,"species diversity, grazing, plant competition, rangelands"
?? ?????,?????? ????? ???? ?????? ?? ??? ????? ?????? ?? ????? ??? T,Weizmann Institute,2009,3,214000,Immunology,"Apoptosis,  apoptosis, intracellular signaling, T cell receptor, negative selection"
??????? ??????,?????? ???????? ?? ??? ???????? ????????? ?????? ???????,Weizmann Institute,2005,3,211000,Physiology,"cumulus cells, Ovarian follicle, Oocyte maturation, Graafian follicle, 
Resumption of meiosis, mural granulosa cells"
????? ????,????? ??????? ?? ????? ????????,Hebrew University,2002,4,0,Molecular Biology, 
????? ????,????? ??????? ???????? ?- dyskeratosis congenita,Hebrew University,2008,4,203000,Molecular Biology,"DNA damage response, telomerase, DNA Damage response, dyskeratosis congenita, Immunodeficiency, telomere dysfunction"
????? ????,??????? Hoyeraal-Hreidarsson ?????? ?????? RTEL1 ????????,Hebrew University,2013,5,325000,Molecular Biology,"Telomeres, telomerase, telomeric overhang, DNA helicase, RTEL1, dyskeratosis congenita, Hoyeraal- Hreidarsson syndrom."
????? ????,????? ???????? ?? ??????? ?????? ?????? RTEL1 ??????? ????????,Hebrew University,2018,5,320000,Molecular Biology,"Telomeres, telomerase, telomeric overhang, DNA helicase, RTEL1, dyskeratosis congenita, Hoyeraal- Hreidarsson syndrom."
?? ?'????,????????? ?????? ???????? ?????? ??????? ?????? ??? ???.,Hebrew University,2005,4,229000,Biochemistry,"reactive oxygen species, programmed cell death, coral bleaching, Symbiodinium spp."
???? ?????,???????? Met ????? ?????? ?????? ?? ??????? ????? ???? ?????? ????????,Tel Aviv University,2017,3,250000,Medicine - Cancer & Oncology,"Sarcoma, Met, HGF/SF, RTK (Receptor Tyrosin Kinase), CC (Collaborative Cross), STS (Soft tissue sarcoma), EMT (Epithelial-mesenchymal transition), MET (Mesenchymal to epithelial transition), IDMG (Inherited driver modifier genes), RASGRP3"
??? ????,?????? ???? ??? ??? ??????? ??????? ?????? ????????,Hebrew University,2012,5,193500,Neurobiology,"electrophysiology, synapse, plasticity, neuron, Transcription, virus, Excitability, Virus, optogenetics, transmission, circuit, addiction, ensemble, cocaine, shRNA, knockdown, Egr2"
????? ????,?????? ?? ????????? ??????? ????? ????????????????? ???? 1,Technion,2017,5,340000,Neurobiology,"optogenetics, neurofibromatosis, fcMRI, resting-state fMRI, NF1, awake mouse imaging, corticostriatal connectivity, DREADD"
?????? ??????,????? ??? ????????? ???????? ???????? ?????? ????? ?????? ?????,Tel Aviv University,2016,3,272000,Microbiology,"dna restriction and anti-restriction, anticodon nuclease, prrc, rloc, Rad50, Phage exclusion, Abortive-infection (Abi), ABC-ATPase"
?????? ??????,?????? ???????? ??????? ????? ?? RloC - ?????????? ?????? ???? ????????? ?-wobble,Tel Aviv University,2010,4,226000,Microbiology,"DNA damage response, DNA Damage response, rna repair, Polynucleotide kinase, RNA ligase, Rad50, Phage exclusion, tRNase, DNA restriction modification, DNA restriction alleviation, DNA bridging"
?????? ??????,????????? ?????? - ??? ????? ???????? ??????? ??????,Tel Aviv University,2003,4,207000,Molecular Biology, 
?????? ??????,????-?????? ??? ???? ????? ??????? ?? ?????????? ?????? PrrC,Tel Aviv University,2007,3,237000,Microbiology,"rna repair, RNase, Bacterial apoptosis, Bacteriophage T4, Polynucleotide kinase, RNA ligase, tRNALys, tRNA-binding motif, DNA restriction-modification, Restriction alleviation, ABC/ATPase, Protein quaternary structure"
???? ????'??,????? ???? ????? ????? ?????? ?????? ????? ???? ??????? ????????? ?? ??? ??????,Hebrew University,2006,4,292500,Medicine - Blood & Respiratory Systems,"Alzheimer, iron, oxidative stress, Oxidative stress, Hemochromatosis, oxidative stress, fluorescence, chelator, free radicals, parkinson, Thalassemia"
????? ???????',???? ????? ????? ???????? ??????? ???,Hebrew University,2011,4,292500,Cell Biology,"Aging, prions, proteostasis, aggregation, neurodegenerative disease, Amyloids, protein folding quality control, quality control E3, yeast model for neurodegeneration"
???? ?????,????? ??????? ?? ????? ???? ????? ????????,Hebrew University,2019,3,250000,Ecology,"neutral theory, deterministic vs. stochastic processes, community dynamics, annual plants, dispersal, mesocosm experiment"
???? ?????,????? ???????? ?? ????? ??? ???? ????? ?????????????,Hebrew University,2011,4,234000,Ecology,"Demography, annual plants, species richness, plant competition, productivity-diversity relationship, seed size/number trade-off"
???? ?????,????? ????? ???????-??? ??? ??? ??????????,Hebrew University,2015,4,279000,Ecology,"species diversity, annual plants, community ecology, disturbance, environmental heterogeneity, Microcosm experiment, Habitat heterogeneity, Seed dispersal, Niche theory, Theoretical ecology"
???? ?????,"????? ?? ???, ?????, ?????????? ??? ????? ?? ????? ?????: ????????? ?? ??????? ????? ???????? ?? ???????????? ?? ????",Hebrew University,2007,4,249000,Ecology,"species diversity, island biogeography, Habitat heterogeneity, Niche theory, the neutral theory of biodiversity"
???? ?????,????? ?????? ???????? ?? ??????? ?????? ?? ?????? ???-????????,Hebrew University,2003,4,141000,Ecology, 
??????? ????,"?????? ???????? ?? ??? Cbt, ????? ?????? ????? ?????? ??? ????? ????????, ????? ????, ?????????",Hebrew University,2014,3,250000,Molecular Biology,circadian drosophila cbt sugar intake
??????? ????,????? ??????? ????????? ?? miRNA ???????? ?? ???????? ?? ????? ???????? ??????????,Hebrew University,2010,4,292000,Molecular Biology,"Drosophila, miRNA, clock, circadian rhythms, translational regulation, period, bantam"
???? ???,????? ????? ??????????? ?? ???? ??? - ???? ???????? ???????? ?????,Technion,2016,4,282000,Medicine - Blood & Respiratory Systems," chromatin, Chromatin, Epigenetics, cardiac hypertrophy"
???? ???,????? ?????? ??????? ??? ????? ??????,Technion,2020,5,270000,Molecular Medicine & Human Physiology,"sarcomere, hypertrophy, Heart failure - basic studies"
???? ???,??????? ????? ?????? ???????? ??????????? ?? ???? ???,Rambam Health Care Centre,2012,4,213000,Medicine - Blood & Respiratory Systems,"Heart Failure , histone deacetylase, cardiac hypertrophy, Signaling in hypertrophy"
?? ????,????? ????????? ????? ???????? ??????????,Hebrew University,2016,4,272000,Microbiology,"Recombination, cohesin, sister chromatid cohesion, Fusarium oxysporum, Chromosome transfer"
?? ????,"????? ???? ??""? ???????? ??????????? ?????????????",Hebrew University,2021,5,270000,Microbiology,"fungi, DNA repair, mutagenesis, Plant pathogens, fusarium"
?? ????,"????? ???? ??""? ???????? ??????????? ?????????????",Hebrew University,2021,5,38000,Microbiology,"fungi, DNA repair, mutagenesis, Plant pathogens, fusarium"
???? ??????,?????? ?? ?????? ????? ?? ???????? ?????????? ?? ???? ????? ???????,Tel Aviv University,2021,5,300000,Microbiology,"herpesviruses, Viral recombination, defective interfering particles"
???? ??????,????? ????? ?????? ?????? ?? ???? ??????? ??????? ?? ???? ????? (HSV-1) ??????? ?????? ??? ????,Tel Aviv University,2014,5,290000,Microbiology,"herpesviruses, Herpes simplex virus -1 (HSV-1), Viral DNA replication, genetic barcode, nuclear entry, viral host interactions, host restriction factors, functional viral genomes"
??? ?????,?????????? ?????? ????? ?? ??????? ???? ????????,Bar Ilan University,2019,4,260000,Computational & Systems Biology,"Formal Verification, Stem Cells, Boolean Systems, gene regulatory network"
??? ?????,????? ?????? ???????? ?? Parkin/Mfn2 ? Pink1/Mfn2 ??? ?????? ?? ????? ??????? ??? ??????? ???? ????? ???????????? ????? ?? ?????? ?????? ?? ???? ??,Bar Ilan University,2020,4,270000,Medicinal Chemistry & Theranostics,"mitophagy, mitochondria, protein-protein interactions, fusion, drug design, biochemistry, signal transductions, mitochondrial quality control, mitochondrial dynamic, parkin, pink1, cardiovascular physiology, cardiovascular disease, selective modulators, drug discovery, medicinal chemistry, mfn2"
???? ??????,????? ???? ????????? ?????????? ??? ?????? G ??????? RGS,Haifa University,2013,4,300000,Biochemistry,"protein-protein interactions, biochemistry, structural biology, rgs proteins, interaction specificity, structural bioinformatics, G-proteins, Enzymatic mechanisms"
??? ?????,"????? ????? ???????? ??????? ???????? ????? ????, ?????? ???????? ????? ?????",Ben Gurion University,2006,3,180000,Ecology,"control, Phlebotomus papatasi, environmental factors, cutaneous leishmaniasis, Psammomys obesus"
??? ?????, ????????????? ?? ??????????: ????? ????? ?? ?????? ???? ?????? ??? ?????? ???? ???????,Ben Gurion University,2014,4,260000,Ecology,"risk management, vigilance, giving-up densities, individual variation, desert rodents, time allocation, foraging theory, foraging games, tradeoffs of food and safety"
??? ?????,????? ????????: ??? ????? ??????? ????? ?????-???????????? ?? ??? ??????? ????? ????? ?????? ?????? ????? ????? ???? ?????? ????????,Ben Gurion University,2009,4,117000,Ecology,"competition, risk of predation, risk management, giving-up densities, stress hormones, foraging theory, trade-offs of food and safety, gerbils, GUDs, optimal patch use, species interations, foraging games, apprehension"
??? ?????,"??????? ?? ????? .Mycoplasma sp ?? ??????? ?????, ????? ???????, ?????? ??????????? ?? ??????? ?????
",Ben Gurion University,2019,4,300000,Ecology,"bacteria, competition, Personality, nutrition, foraging, predation risk, transmission, anti-predator behaviors, harvest rates, marginal value, tradeoffs, risk management, vigilance, giving-up densities"
??? ???,???? ?? ?????? ???????? ??????? ??????? ???? ????? ?????? ??????: ????? ?? ????? ????? ?????? ???????,Hebrew University,2007,4,172000,Ecology,"species diversity, arthropods, agroecosystems, Trophic interactions, predation, desert communities, agricultural landscape"
???? ???????,??? ????? ????? ?????? ??????? ????? ?????? ??????? ????? ?????? ????????? ?????,Hebrew University,2020,4,300000,Ecology,"conservation, fragmentation, conservation genetics, invasive species, inbreeding, inter-species competition, soft selection, hard selection, life history traits (lht), r-selection, k-selection, founder effect, bottlenecks, inbreeding depression, genetic diversity, homozygosity, heterozygosity"
